Testrun,Q_num,Q_part,Resp_num,Resp_part,Q_speaker,Q_text,Q_survey,Resp_speaker,Resp_text,Resp_survey,Resp_json,Resp_stance,Resp_ranking,Q_context
20May2021,2,,6,30,,,,Paul Mason,"I think the short answer is yes, there is a mandate for a referendum. It would obviously be sensible for that not to be soon. But to the people who are intensely interested in whether the Scots can go independent or not, it's not your business. Under international law nations have the right to self-determination. That is not just international law, it was recognised when David Cameron said to the Scots, if you vote for independence you get in independence. It's why Ireland, by the way, is independent and not part of the United Kingdom.","I think the short answer is yes, there is a mandate for a referendum. It would obviously be sensible for that not to be soon. But to the people who are intensely interested in whether the Scots can go independent or not, it's not your business. Under international law nations have the right to self-determination. That is not just international law, it was recognised when David Cameron said to the Scots, if you vote for independence you get in independence. It's why Ireland, by the way, is independent and not part of the United Kingdom.","['116_168691386162877322', '125_168691386162877322', '130_168691386162877322', '135_168691386162877322', '140_168691386162877322', '145_168691386162877322']",,,
20May2021,2,,7,34,,,,Michelle Dewberry,"So the Scottish elections, as everyone will know, are slightly more complicated than ours. There's two votes, and I would say that actually Scotland is a country that is almost down the middle divided 50 and 50, because actually when you look at the outcome one of the votes was won very small-y, by pro-union parties, one of them was won by pro-independence parties. 2014 we were told once in a generation, once in a lifetime vote, however I do believe that there isвЂ¦that you have to now, the Tories can't block this referendum. The time for this is not now, everyone knows that's obvious, but you can't block this referendum because it's undoubtable that the situation has now changed. In 2014 we were in the EU, we are now not, the landscape has changed. So I do believe that when the time is right, so after all of this pandemic, Scotland should be given the choice as to whether or not they want to stay or leave.","So the Scottish elections, as everyone will know, are slightly more complicated than ours. There's two votes, and I would say that actually Scotland is a country that is almost down the middle divided 50 and 50, because actually when you look at the outcome one of the votes was won very small-y, by pro-union parties, one of them was won by pro-independence parties. 2014 we were told once in a generation, once in a lifetime vote, however I do believe that there isвЂ¦that you have to now, the Tories can't block this referendum. The time for this is not now, everyone knows that's obvious, but you can't block this referendum because it's undoubtable that the situation has now changed. In 2014 we were in the EU, we are now not, the landscape has changed. So I do believe that when the time is right, so after all of this pandemic, Scotland should be given the choice as to whether or not they want to stay or leave.","['12_168691390009105680', '19_168691390009105680', '26_168691390009105680', '33_168691390009105680', '44_168691390009105680', '62_168691390009105680', '67_168691390009105680', '80_168691390009105680', '93_168691390009105680', '111_168691390009105680']",,,
20May2021,2,,8,36,,,,Kate Forbes,"And look, I don't expect everybody on the panel to agree with me on independence, that's clear. I don't expect everyone in Scotland to agree with me or even in the Question Time audience to agree with me. But that is precisely why that question needs to go back to the people. Now, we are not arguing that that should be next week, next month, we are arguing that once the COVID crisis is past, but in time to equip the parliament with the powers that we need to shape our future, there should be a referendum.
Now, we live in parliamentary democracies. There can be no disputing the emphatic victory last week. And the only people who are saying no to another referendum are the people who are scared of the outcome. Debate the issues, debate the substance, don't just keep saying no to the people of Scotland, because that means that this union has fundamentally changed from one based on consent, a voluntary union based on consent, to one that is only based on the force of law.","And look, I don't expect everybody on the panel to agree with me on independence, that's clear. I don't expect everyone in Scotland to agree with me or even in the Question Time audience to agree with me. But that is precisely why that question needs to go back to the people. Now, we are not arguing that that should be next week, next month, we are arguing that once the COVID crisis is past, but in time to equip the parliament with the powers that we need to shape our future, there should be a referendum.
Now, we live in parliamentary democracies. There can be no disputing the emphatic victory last week. And the only people who are saying no to another referendum are the people who are scared of the outcome. Debate the issues, debate the substance, don't just keep saying no to the people of Scotland, because that means that this union has fundamentally changed from one based on consent, a voluntary union based on consent, to one that is only based on the force of law.","['7_168691391926106539', '12_168691391926106539', '23_168691391926106539', '30_168691391926106539', '37_168691391926106539', '56_168691391926106539', '63_168691391926106539', '74_168691391926106539', '81_168691391926106539', '88_168691391926106539', '100_168691391926106539', '107_168691391926106539', '114_168691391926106539', '121_168691391926106539']",,,
20May2021,3,41,,,Molly Unknown,Will voter IDs protect the integrity of elections or just undermine the UK democracy?,,,,,,,,
20May2021,3,,1,"41, 42",,,,Paul Mason,"Well, do you know how many people were convicted of voter fraud in the 2019 election? I think it's out of 32 million people who voted. Anybody know? Four, four. And two of them were for registering wrong, criminally, they were convicted. I think the number of complaints was 136. So voter ID is not there to solve a problem that we the people see. And the people who've admitted this are the Electoral Commission. The Electoral Commission say our system is straight in this country. People worry about media bias, they worry about low turnout, but they don't worry in general about this.
So I see this, what is this, it's straight out of the Donald Trump playbook, this is being done in Texas, it's being done in Georgia, it's being done by the American right, right now, you suppress the vote of people who are unlikely to vote. Who's unlikely to vote if you have voter ID? Eleven million people, right. Who are they? Poor people, black people, refugees. It's the people that the Tories don't want to vote for Labour. So I think, Robert, you've got to answer this, is it evenвЂ¦what's the legality, what's the principle behind suppressing the votes of the British people just to get Boris Johnson another four years on his red velveteen settee?","Well, do you know how many people were convicted of voter fraud in the 2019 election? I think it's out of 32 million people who voted. Anybody know? Four, four. And two of them were for registering wrong, criminally, they were convicted. I think the number of complaints was 136. So voter ID is not there to solve a problem that we the people see. And the people who've admitted this are the Electoral Commission. The Electoral Commission say our system is straight in this country. People worry about media bias, they worry about low turnout, but they don't worry in general about this.
So I see this, what is this, it's straight out of the Donald Trump playbook, this is being done in Texas, it's being done in Georgia, it's being done by the American right, right now, you suppress the vote of people who are unlikely to vote. Who's unlikely to vote if you have voter ID? Eleven million people, right. Who are they? Poor people, black people, refugees. It's the people that the Tories don't want to vote for Labour. So I think, Robert, you've got to answer this, is it evenвЂ¦what's the legality, what's the principle behind suppressing the votes of the British people just to get Boris Johnson another four years on his red velveteen settee?",,,,
20May2021,3,,2,44,,,,Kate Forbes,"Well, I think Robert has just highlighted precisely why this is a bad idea, because he's already talked about multiple new hurdles that somebody has to jump over in terms of new documentation in order to be able to vote. And over the last few decades, if not centuries, we've seen successive governments try to expand the franchise and yet this government seems to want to reduce it. The figures speak for themselves. Paul has already mentioned some of them, 3.5 million citizens don't have access to photo ID, 1.3 million people don't have a bank account. That makes mandatory voter ID a barrier to many people exercising their right to vote. And certainly, we've seen from our Scottish Parliament perspective cross-party agreement on expanding the franchise, making it easier for people to vote, whether they are refugees, prisoners or young people, and I think that should be the direction of travel for all governments, make it easier. Because ultimately, we're accountable to them and we should make sure that they are able to exercise their democratic right as easily as possible.","Well, I think Robert has just highlighted precisely why this is a bad idea, because he's already talked about multiple new hurdles that somebody has to jump over in terms of new documentation in order to be able to vote. And over the last few decades, if not centuries, we've seen successive governments try to expand the franchise and yet this government seems to want to reduce it. The figures speak for themselves. Paul has already mentioned some of them, 3.5 million citizens don't have access to photo ID, 1.3 million people don't have a bank account. That makes mandatory voter ID a barrier to many people exercising their right to vote. And certainly, we've seen from our Scottish Parliament perspective cross-party agreement on expanding the franchise, making it easier for people to vote, whether they are refugees, prisoners or young people, and I think that should be the direction of travel for all governments, make it easier. Because ultimately, we're accountable to them and we should make sure that they are able to exercise their democratic right as easily as possible.","['15_168691414336666256', '22_168691414336666256', '33_168691414336666256', '40_168691414336666256', '52_168691414336666256', '59_168691414336666256', '70_168691414336666256', '77_168691414336666256', '84_168691414336666256', '97_168691414336666256', '111_168691414336666256', '116_168691414336666256', '121_168691414336666256', '126_168691414336666256']",,,
20May2021,3,,3,45,,,,Dave Unknown,"Thank you, Fiona. Yeah, it's an interesting dilemma. Ultimately, one of my thoughts is is this the backdoor approach to a national ID card system? I don't know. The other aspect is, yes, there is a possibility that votes are rigged, we know that, that is a strong possibility. My main concern realistically with the ID system is like anything else it is open to abuse, and because it's open to abuse it can lead to unfortunately the wrong direction in which the government wants to go.","Thank you, Fiona. Yeah, it's an interesting dilemma. Ultimately, one of my thoughts is is this the backdoor approach to a national ID card system? I don't know. The other aspect is, yes, there is a possibility that votes are rigged, we know that, that is a strong possibility. My main concern realistically with the ID system is like anything else it is open to abuse, and because it's open to abuse it can lead to unfortunately the wrong direction in which the government wants to go.","['2_168691415300804996', '7_168691415300804996', '14_168691415300804996', '25_168691415300804996', '32_168691415300804996', '47_168691415300804996']",,,
20May2021,3,,4,45,,,,Molly Unknown,"I think the main issue is what lines you draw up, what type of IDs are acceptable. Because there was a trial run and they turned away people with like student cards, bus passes issued by the councils, and then none of them turned back up with correct ID. So you're just going to start discrimination against the electorate, which is a very dangerous road.","I think the main issue is what lines you draw up, what type of IDs are acceptable. Because there was a trial run and they turned away people with like student cards, bus passes issued by the councils, and then none of them turned back up with correct ID. So you're just going to start discrimination against the electorate, which is a very dangerous road.","['58_168691415300804996', '65_168691415300804996', '76_168691415300804996']",,,
20May2021,3,,5,46,,,,Michelle Dewberry,"You had to show you are who you say you are. I find it beyond backward that you can go to a polling station, walk up to the lady or the man or whoever on the desk and they have in front of them a list of names and addresses and any old random, let's face it, because half the time you can see the list, because I've been there on polling days as a candidate watching how they do things, any old random can wander up and say, oh yeah, I'm Joe Smith from so and so, and in you go with no verification whatsoever. So if you need to prove ID to pick up letters and borrow this, borrow that, you absolutely should prove that you are who you say you are, if you want to influence the direction that this country is going to be governed in. Now, a couple of key caveats to that. All of this talk about discrimination, if people haven't got access already to photographic ID, you must make it free to access photographic ID. If you started talking to me about charging people to access this card, I'll be dead against it, point number one.","You had to show you are who you say you are. I find it beyond backward that you can go to a polling station, walk up to the lady or the man or whoever on the desk and they have in front of them a list of names and addresses and any old random, let's face it, because half the time you can see the list, because I've been there on polling days as a candidate watching how they do things, any old random can wander up and say, oh yeah, I'm Joe Smith from so and so, and in you go with no verification whatsoever. So if you need to prove ID to pick up letters and borrow this, borrow that, you absolutely should prove that you are who you say you are, if you want to influence the direction that this country is going to be governed in. Now, a couple of key caveats to that. All of this talk about discrimination, if people haven't got access already to photographic ID, you must make it free to access photographic ID. If you started talking to me about charging people to access this card, I'll be dead against it, point number one.","['37_168691416259589600', '53_168691416259589600', '69_168691416259589600', '85_168691416259589600', '100_168691416259589600', '107_168691416259589600', '118_168691416259589600', '125_168691416259589600', '132_168691416259589600', '144_168691416259589600', '178_168691416259589600', '195_168691416259589600', '200_168691416259589600']",,,
20May2021,4,52,,,Charlie Unknown,Do you have any recommendations on how to hug cautiously?,,,,,,,,
20May2021,4,,1,52,,,,Paul Mason," It's hugging day, isn't it, coming up, and I think we all know what we're talking about. Lots of young people who don't live in families haven't been able to date, haven't been able to meet each other. I would say, no, don't be cautious to those who are being allowed to hug for the first time on next Monday."," It's hugging day, isn't it, coming up, and I think we all know what we're talking about. Lots of young people who don't live in families haven't been able to date, haven't been able to meet each other. I would say, no, don't be cautious to those who are being allowed to hug for the first time on next Monday.","['7_168691421030180226', '14_168691421030180226', '21_168691421030180226', '28_168691421030180226', '37_168691421030180226']",,,
20May2021,4,,2,52,,,,Michelle Dewberry,"I'm only joking. But joking aside, joking side, do you know what, we have been denied human touch and connection and we cannot underestimate what that has done to people's mental health. If you want to go hug somebody, and it's a good job I'm not in government because I would be in trouble for saying this, just go hug them. Use your common sense, get involved and just feel good again, that's what we need.","I'm only joking. But joking aside, joking side, do you know what, we have been denied human touch and connection and we cannot underestimate what that has done to people's mental health. If you want to go hug somebody, and it's a good job I'm not in government because I would be in trouble for saying this, just go hug them. Use your common sense, get involved and just feel good again, that's what we need.","['28_168691421030180226', '118_168691421030180226', '131_168691421030180226', '138_168691421030180226', '149_168691421030180226', '162_168691421030180226', '167_168691421030180226', '178_168691421030180226', '195_168691421030180226', '208_168691421030180226']",,,
20May2021,4,,3,54,,,,Robert Buckland,"I think have your own unofficial list. Hug your mum, hug your dad, hug the people who are close to you and your family. I think hugging is fantastic, but I think we can trust everybody to use common sense, that is what the Government is saying. Use your good sense but let's get back and let's get hugging in a sensible and safe way.","I think have your own unofficial list. Hug your mum, hug your dad, hug the people who are close to you and your family. I think hugging is fantastic, but I think we can trust everybody to use common sense, that is what the Government is saying. Use your good sense but let's get back and let's get hugging in a sensible and safe way.","['14_168691422960852318', '21_168691422960852318', '26_168691422960852318', '31_168691422960852318', '50_168691422960852318', '55_168691422960852318', '60_168691422960852318', '65_168691422960852318', '70_168691422960852318']",,,
29April2021,1,1,,,Blair Wondin,"Hello. If the main Scottish elections return a full independence government, what moral and legal right does the Westminster government have to deny another independence referendum?",,,,,,,,
29April2021,1,,1,"1, 2",,,,Douglas Ross,"Well, I want to stop a pro-independence majority government, I want to stop the SNP having a majority at this election, as the Scottish Conservatives did five years ago. It was by people uniting behind the Scottish Conservatives that stopped that SNP majority in 2016, and people can do that again at this election. 
And I think itвЂ™s so important because weвЂ™re still coming through the health pandemic, weвЂ™re still coming through the effects of COVID-19 that weвЂ™ve all been through and the restrictions for the last 12 months. And I really think we need a parliament that is focused only on our recovery, only on rebuilding after the last 12 months that weвЂ™ve all been through, rather than one distracted by another independence referendum.
","Well, I want to stop a pro-independence majority government, I want to stop the SNP having a majority at this election, as the Scottish Conservatives did five years ago. It was by people uniting behind the Scottish Conservatives that stopped that SNP majority in 2016, and people can do that again at this election. 
And I think itвЂ™s so important because weвЂ™re still coming through the health pandemic, weвЂ™re still coming through the effects of COVID-19 that weвЂ™ve all been through and the restrictions for the last 12 months. And I really think we need a parliament that is focused only on our recovery, only on rebuilding after the last 12 months that weвЂ™ve all been through, rather than one distracted by another independence referendum.
",,,,
29April2021,1,,2,4,,,,Keith Brown,"I want that referendum; and the UK has no authority to prevent that referendum taking place if the people of Scotland vote for that, which was BlairвЂ™s question. And I should say on the issue of a wild cat referendum, the wild cat or renegade government in this country is the UK government. TheyвЂ™ve been taken to the Supreme Court, who struck down their decision to try and prorogue the UK parliament; theyвЂ™ve signed international agreements with the EU which were immediately renounced afterwards; theyвЂ™ve had ructions going on.","I want that referendum; and the UK has no authority to prevent that referendum taking place if the people of Scotland vote for that, which was BlairвЂ™s question. And I should say on the issue of a wild cat referendum, the wild cat or renegade government in this country is the UK government. TheyвЂ™ve been taken to the Supreme Court, who struck down their decision to try and prorogue the UK parliament; theyвЂ™ve signed international agreements with the EU which were immediately renounced afterwards; theyвЂ™ve had ructions going on.","['7_168691432546878682', '18_168691432546878682', '23_168691432546878682', '43_168691432546878682', '51_168691432546878682', '56_168691432546878682', '61_168691432546878682', '66_168691432546878682', '71_168691432546878682']",,,
29April2021,2,38,,,Alan Robertson ,"How does each party view the long-term future for oil and gas workers, with plans to scale back production in the new future, given the number of people in Scotland who desperately rely on it, especially younger workers?",,,,,,,,
29April2021,2,,1,39,,,,Alan Robertson,"Yes, I do, I work in subsea sector. And weвЂ™ve had a number of challenges over the years, certainly in recent years, which has been exacerbated lately with the COVID-19 pandemic. But things seem to be stabling out a bit now but of course we now hear that the Green Party would like us to be ceasing production in the next ten years and potentially working alongside the SNP to support a majority there. Which is obviously a worry because itвЂ™s a concern for people who work in the industry but also for further investment in the industry, which I think we need as a country.","Yes, I do, I work in subsea sector. And weвЂ™ve had a number of challenges over the years, certainly in recent years, which has been exacerbated lately with the COVID-19 pandemic. But things seem to be stabling out a bit now but of course we now hear that the Green Party would like us to be ceasing production in the next ten years and potentially working alongside the SNP to support a majority there. Which is obviously a worry because itвЂ™s a concern for people who work in the industry but also for further investment in the industry, which I think we need as a country.","['14_168691465931480911', '23_168691465931480911', '36_168691465931480911', '49_168691465931480911', '54_168691465931480911', '59_168691465931480911', '64_168691465931480911', '69_168691465931480911', '79_168691465931480911', '84_168691465931480911']",,,
29April2021,2,,2,40,,,,Lorna Slater,"The Scottish Greens would see a jobs guarantee for all oil and gas workers, to make sure that they have jobs to move to in renewable industries, in other subsea industries. Scotland has 25 per cent of all of EuropeвЂ™s offshore renewable energy. We have a huge amount of potential there and I know that workers like yourself would be excited to work in a sustainable industry, an industry that has a long future, an industry that is on the cutting edge. And like with the turbine launch today, Scotland is on the cutting edge of renewables and we would welcome you to come and join our industry with us, and letвЂ™s work together to build a sustainable future for Scotland.","The Scottish Greens would see a jobs guarantee for all oil and gas workers, to make sure that they have jobs to move to in renewable industries, in other subsea industries. Scotland has 25 per cent of all of EuropeвЂ™s offshore renewable energy. We have a huge amount of potential there and I know that workers like yourself would be excited to work in a sustainable industry, an industry that has a long future, an industry that is on the cutting edge. And like with the turbine launch today, Scotland is on the cutting edge of renewables and we would welcome you to come and join our industry with us, and letвЂ™s work together to build a sustainable future for Scotland.","['30_168691466885692346', '48_168691466885692346', '59_168691466885692346', '66_168691466885692346']",,,
29April2021,2,,3,42,,,,Keith Brown,"No, I think, to go back to AlanвЂ™s question, back in 2013-14 when there was a real crisis in the oil and gas sector in Scotland, with a plummeting price, we instituted a number of revisions which allowed people to train out of those jobs into other jobs for that period. And I think what we now have to do is to ensure what people call a just transition so that people that are actually working in that industry can find a way through into new employment opportunities. So we would pledge to do that and also I think weвЂ¦","No, I think, to go back to AlanвЂ™s question, back in 2013-14 when there was a real crisis in the oil and gas sector in Scotland, with a plummeting price, we instituted a number of revisions which allowed people to train out of those jobs into other jobs for that period. And I think what we now have to do is to ensure what people call a just transition so that people that are actually working in that industry can find a way through into new employment opportunities. So we would pledge to do that and also I think weвЂ¦","['59_168691468790656220', '78_168691468790656220', '85_168691468790656220', '92_168691468790656220']",,,
29April2021,2,,4,44,,,,Douglas Ross,"Lorna said, Alan should be excited about the opportunities that the Greens would provide to him and his colleagues. And I didnвЂ™t get from AlanвЂ™s question that he was particularly excited about what the Greens would do in this next parliament and the next two parliaments to shut down production of oil and gas in the North Sea. Scottish Conservatives have been very clear, we want to protect the more than 100,000 jobs in Scotland that rely on that sector. The fact thatвЂ¦ ","Lorna said, Alan should be excited about the opportunities that the Greens would provide to him and his colleagues. And I didnвЂ™t get from AlanвЂ™s question that he was particularly excited about what the Greens would do in this next parliament and the next two parliaments to shut down production of oil and gas in the North Sea. Scottish Conservatives have been very clear, we want to protect the more than 100,000 jobs in Scotland that rely on that sector. The fact thatвЂ¦ ","['2_168691470700185083', '24_168691470700185083']",,,
29April2021,2,,5,"46, 47",,,,Anas Sarwar,"Well, look, we can only truly talk about a just transition if it takes communities with us, and if we decimate tens of thousands of jobs without a genuine transition to renewable jobs thatвЂ™s not going to be a fair transition or a just transition. 
 But thereвЂ™s actually a wider North East economy point here, because Aberdeen in the surrounding areas is facing a crisis around oil and gas but itвЂ™s also got a crisis around the hospitality industry and a crisis around the tourism industry. There is a real economic crisis in the North East and this is one of the reasons why recovery is so important. When we talk about recovery it just canвЂ™t be a campaign slogan, it has to actually be a national mission. And the North East is a perfect example of that. Unless we push power and resource out from our parliament into the different parts of Scotland so they can invest in individual sectors, for example, the renewable industry..
","Well, look, we can only truly talk about a just transition if it takes communities with us, and if we decimate tens of thousands of jobs without a genuine transition to renewable jobs thatвЂ™s not going to be a fair transition or a just transition. 
 But thereвЂ™s actually a wider North East economy point here, because Aberdeen in the surrounding areas is facing a crisis around oil and gas but itвЂ™s also got a crisis around the hospitality industry and a crisis around the tourism industry. There is a real economic crisis in the North East and this is one of the reasons why recovery is so important. When we talk about recovery it just canвЂ™t be a campaign slogan, it has to actually be a national mission. And the North East is a perfect example of that. Unless we push power and resource out from our parliament into the different parts of Scotland so they can invest in individual sectors, for example, the renewable industry..
",,,,
29April2021,3,57,,,Debbie Unknown," Hi there, good evening. IвЂ™m just wondering how the Green Party can justify the increase through taxation when part of their manifesto is looking towards moving to a four-day working week. Surely, people need to earn more money to raise additional taxation. ",,,,,,,,
29April2021,3,,1,57,,,,Lorna Slater,"That is an excellent question and thank you very much for asking it. So, the kind of taxes that we're looking at are windfall taxes on massive corporations and, for example, a wealth tax on people who have assets of over a million pounds.","That is an excellent question and thank you very much for asking it. So, the kind of taxes that weвЂ™re looking at are windfall taxes on massive corporations and, for example, a wealth tax on people who have assets of over a million pounds.",['44_168691483108795861'],,,
29April2021,3,,2,58,,,,Lorna Slater,"WeвЂ™re not talking about taking pounds out of ordinary peopleвЂ™s pockets, weвЂ™re not talking about increasing taxes on your work. In fact, we believe that for the economy to function well we have to put money into peopleвЂ™s pockets. And thatвЂ™s why we would support things like a universal basic income, for example, helping with child payments. So, this is about the very very wealthy paying a little bit more, not ordinary people. ","WeвЂ™re not talking about taking pounds out of ordinary peopleвЂ™s pockets, weвЂ™re not talking about increasing taxes on your work. In fact, we believe that for the economy to function well we have to put money into peopleвЂ™s pockets. And thatвЂ™s why we would support things like a universal basic income, for example, helping with child payments. So, this is about the very very wealthy paying a little bit more, not ordinary people. ","['7_168691484063470300', '29_168691484063470300', '34_168691484063470300', '51_168691484063470300', '56_168691484063470300']",,,
29April2021,4,67,,,Jude,"Thank you. Is the NHS in Scotland ready for the task ahead to meet the needs of our patients, including COVID rehabilitation?",,,,,,,,
29April2021,4,,1,67,,,,Willie Rennie,"So, at the core of this weвЂ™ve got a mountain of mental health needs, weвЂ™ve got a mountain of people who are waiting for their operations, their appointments. And what we need to do is to use some of the new technologies and new ways of working that weвЂ™ve developed through the pandemic, to make sure that we can deal with this backlog as quickly as possible. WeвЂ™ve got two and a half billion pounds of extra funding thatвЂ™s going to be committed to the NHS over this period, and that means weвЂ™ll have the finance.","So, at the core of this weвЂ™ve got a mountain of mental health needs, weвЂ™ve got a mountain of people who are waiting for their operations, their appointments. And what we need to do is to use some of the new technologies and new ways of working that weвЂ™ve developed through the pandemic, to make sure that we can deal with this backlog as quickly as possible. WeвЂ™ve got two and a half billion pounds of extra funding thatвЂ™s going to be committed to the NHS over this period, and that means weвЂ™ll have the finance.",['17_168691492660119931'],,,
29April2021,4,,2,70,,,,Keith Brown,"Well, I think those figures are disputed, the UK figures are disputed by experts. But if we put the two and a half billion pounds which I mentioned, and anything in addition to that, there are consequential monies, then it could be the case that the increase is even greater. Plus, as Willie rightly says, we also have an additional commitment to mental health services. And also, to the point he made about a link worker, for example, in every health centre. So, there are additional expenditures. And what we what to do is, by the time of the end of the next parliament, have one tenth of the entire NHS budget going towards mental health because of some of the problems.","Well, I think those figures are disputed, the UK figures are disputed by experts. But if we put the two and a half billion pounds which I mentioned, and anything in addition to that, there are consequential monies, then it could be the case that the increase is even greater. Plus, as Willie rightly says, we also have an additional commitment to mental health services. And also, to the point he made about a link worker, for example, in every health centre. So, there are additional expenditures. And what we what to do is, by the time of the end of the next parliament, have one tenth of the entire NHS budget going towards mental health because of some of the problems.","['19_168691495536831800', '30_168691495536831800', '41_168691495536831800', '48_168691495536831800', '59_168691495536831800', '72_168691495536831800', '92_168691495536831800', '103_168691495536831800']",,,
29April2021,4,,3,72,,,,"Judith
","Yes, thank you. I work in the biotech industry and I would say the health care system in Scotland, or in the UK for that matter, is not prepared for what is coming. There is a tsunami of conditions that are coming our way. I work particularly in AlzheimerвЂ™s disease. And AlzheimerвЂ™s disease was a leading cause of death in the UK up until COVID took over, but recently, with the decline in COVID deaths, AlzheimerвЂ™s disease has once again taken that unfortunate top spot.
But thereвЂ™s a number of diseases, whether itвЂ™s chronic neurological diseases or neurodegenerative diseases, the consequences of cardiovascular disease, which are still growing, cancers which are still an issue. And then weвЂ™re dealing with the mental health issues and weвЂ™re also dealing, on top of that, with the diseases that havenвЂ™t been adequately treated during the COVID pandemic because some many resources have been directed towards COVID. 
","Yes, thank you. I work in the biotech industry and I would say the health care system in Scotland, or in the UK for that matter, is not prepared for what is coming. There is a tsunami of conditions that are coming our way. I work particularly in AlzheimerвЂ™s disease. And AlzheimerвЂ™s disease was a leading cause of death in the UK up until COVID took over, but recently, with the decline in COVID deaths, AlzheimerвЂ™s disease has once again taken that unfortunate top spot.
But thereвЂ™s a number of diseases, whether itвЂ™s chronic neurological diseases or neurodegenerative diseases, the consequences of cardiovascular disease, which are still growing, cancers which are still an issue. And then weвЂ™re dealing with the mental health issues and weвЂ™re also dealing, on top of that, with the diseases that havenвЂ™t been adequately treated during the COVID pandemic because some many resources have been directed towards COVID. 
","['3_166499762883719043', '8_166499762883719043', '14_166499762883719043', '28_166499762883719043', '50_166499762883719043', '64_166499762883719043']",,,
29April2021,4,,4,73,,,,Anas Sarwar," I think, Judith and Pippa are both right, our NHS staff have goneвЂ¦and social care staff have gone above and beyond over this pandemic. But the reality is they were overworked and undervalued even before the pandemic, and we had a huge backlog on care around cancer, around missed and cancelled operations or in mental health even before the pandemic, and they have now been exacerbated by the pandemic. And the only way weвЂ™re going to address these issues is fundamental, yes, investment вЂ“ thatвЂ™s investment in terms of capital infrastructure, itвЂ™s changing the way we do healthcare, but itвЂ™s also aboutвЂ¦"," I think, Judith and Pippa are both right, our NHS staff have goneвЂ¦and social care staff have gone above and beyond over this pandemic. But the reality is they were overworked and undervalued even before the pandemic, and we had a huge backlog on care around cancer, around missed and cancelled operations or in mental health even before the pandemic, and they have now been exacerbated by the pandemic. And the only way weвЂ™re going to address these issues is fundamental, yes, investment вЂ“ thatвЂ™s investment in terms of capital infrastructure, itвЂ™s changing the way we do healthcare, but itвЂ™s also aboutвЂ¦","['57_168691498406850312', '77_168691498406850312', '85_168691498406850312', '92_168691498406850312', '107_168691498406850312', '114_168691498406850312']",,,
15April2021,1,1,,,Daniel Greening,Will we be allowed to go on a holiday this year abroad?,,,,,,,,
15April2021,1,,1,"1,2",,,,Vaughan Gething,"I think it's impossible to say is the honest truth, and that's part of the difficult that we still face now. For all the progress we've made, and it's the hard-won sacrifices that people of Wales has meant we're in a position where coronavirus rates are now under 40 in 100,000, we know that in other parts of the world where we would normally have holidays the rates are rising, so mainland Europe in particular there are real challenges there
 We also know there are new variants that are likely to come from other parts of the world as well and they could be really damaging to us and actually adversely impact our of course very successful vaccination programme. So I'm not planning to go on a foreign holiday this year","I think it's impossible to say is the honest truth, and that's part of the difficult that we still face now. For all the progress we've made, and it's the hard-won sacrifices that people of Wales has meant we're in a position where coronavirus rates are now under 40 in 100,000, we know that in other parts of the world where we would normally have holidays the rates are rising, so mainland Europe in particular there are real challenges there
 We also know there are new variants that are likely to come from other parts of the world as well and they could be really damaging to us and actually adversely impact our of course very successful vaccination programme. So I'm not planning to go on a foreign holiday this year",,,,
15April2021,1,,2,"5,6",,,,Claire Fox,"I think that we have to ask how we think the vaccine has worked. I mean, I think it's been a brilliant success, hasn't it? And consequently, we should be safe, we should be protected, we should be in a position where if we go on holiday, we're not going to reimport coronavirus, that's not the way it works. We have got a situation where fantastically we are now largely as a society not at the same risks because of the vaccine situation and consequently, I think to accept the draconian measure of a government, for example, banning you from leaving your own country is something that we should be very sceptical about.
 I'm sure a lot of people will be frightened to travel but I do think that people should be able to weigh up risks. I also haven't liked a certain tone which is this idea that anyone who goes on holiday is just being selfish and indulgent and that somehow that's a degenerate thing to do when in fact people do need to exert their freedom at this point. There have been terrible stories and people need the opportunity to relax and I do think holidays are part of that. So I'm hoping that I will get to be able to travel.","I think that we have to ask how we think the vaccine has worked. I mean, I think it's been a brilliant success, hasn't it? And consequently, we should be safe, we should be protected, we should be in a position where if we go on holiday, we're not going to reimport coronavirus, that's not the way it works. We have got a situation where fantastically we are now largely as a society not at the same risks because of the vaccine situation and consequently, I think to accept the draconian measure of a government, for example, banning you from leaving your own country is something that we should be very sceptical about.
 I'm sure a lot of people will be frightened to travel but I do think that people should be able to weigh up risks. I also haven't liked a certain tone which is this idea that anyone who goes on holiday is just being selfish and indulgent and that somehow that's a degenerate thing to do when in fact people do need to exert their freedom at this point. There have been terrible stories and people need the opportunity to relax and I do think holidays are part of that. So I'm hoping that I will get to be able to travel.",,,,
